Conv_ID,Summary
158,"18 years of living in california and i just felt my first earthquake #USGS reports #earthquake magnitude 5.8 29km WSW of Hawthorne, Nevada at 2016-12-28 08:18:00 (UTC)"
159,"I m currently living here in Atlanta and I didn t feel anything? Yeah i felt the one like 1130 pm last night thought someone in my room pushing my bed Did you end up getting snow? When did that happen, must have been before I got here lol"
160,"Felt a little shake in the east part of SFV, whereabouts are you? Two years into living in Los Angeles - just felt my first earthquake. blu thought someone fell down on the roof"
161,"Welcome to California see you in San Diego ! RT @JoetheJuicer: Just felt my first #earthquake in LA! Welcome to LA! Welcome to Southern California Joe! scarey !a? Just felt my first #earthquake in LA! You never forget your first. officially welcome, then!"
162,"Stay safe... can t believe another one, people haven t even recovered from the last ones and now this Pretty strong here in Aca but centred in Oaxaca, where most of the time the citizens are out on the street revolting, so should be quite safe. That's why I am looking for a housr in Queretaro. Hi Duncan, any more word on the damage? Felt a lot of shaking but no serious damage where I'm staying  in Del Valle."
163,The earth is just tryin to tell you that you belong in Indy!! You sure it wasn't North Korea blowing up the ocean some more? Would love to say high and thank you in person for being such a great role model. I just felt that earthquake out here in Cali. We R known 4 having earth quicks it hardly ever happens didnt feel it guess I was asleep. When you coming home to Indy for an autograph session? I've had a Hurricane and a Earthquake in 2 week span.
164,And I just felt my first earthquake in Los Angeles...back to Rhode Island it is I didn t feel it but was in an elevator at Dodger Stadium when it happened The east coast will gladly welcome you back
165,"The first time I felt an earthquake, I thought my mind was playing tricks on me. not a good time to BREAK THE WALLS DOWWWWN! NicolasLopez @Ariel_Levy I remember there was an Earthquake in the arena right before you made your 2012 return #Aftershock my first thought was John Tenta Glad you are ok and not too much damage in LA . I felt it but just laid on the ground watching Psych. eliroth @NicolasLopez @Ariel_Levy  hahaha I felt an earthquake in Athens too."
166,Hope all is well. well then that must have been interesting! Keep an eye out for Godzilla. Wow. Jeepers.
167,"I think I may have just felt my first Kansas #earthquake in Wichita Haven't felt one in a while. I'm in Hunter, OK and think I felt it too. Didn't feel this one.  felt it. 1st shake for a second then nothing then about 2 seconds... A dull rumble feeling. people in KC are starting to post they felt something"
168,"it was a little baby one here!! That was small but congrats on your first LA earthquake! It was weird, I don't think I like that. My first one too!!! But, yeah, they're weird and unsettling. As a kid I always kinda liked the little ones. I feel so jaded now."
169,I did! Scary thing!! I'm in Venice I didn't feel anything! That was so surreal; my first one too! Haha yes ! I follow you on you tube ....i just had a dream with you. Someone was kind of making fun of me..and you step in to defend me!
170,"Just felt my first earthquake in SF, and I can confirm that I have NO CHILL WHATSOEVER for that stuff. I m on my way there now and I can t deal with an earthquake. And my tv and the whole apt was shaking Ya me too i live in the 9th floor apt."
171,"me too, ay Dios mío! ! Been awhile!"
172,"Wonder how big it was. felt it here in San Leandro too. Felt a pretty good #earthquake here in #Oakland, the first time in 19 years that stuff came crashing down off my walls. You must've been right on top of it."
173,go team! good luck sista we'll be cheering from AUS PEACE t. in other news we play our first game of Oceania cup against Samoa today! Just felt the my first earthquake in NZ! Good luck in today's game Anna
174,felt it in Visalia! i've lived here all my life and I just felt my first one too!! I felt it tooooo! after living in Cali for 5 years I just felt my first earthquake
175,"Is that what that was!?! That s about the time I got up to take something for my headache. I heard a loud noise that scared the crap out of me but I brushed it off as me being jumpy after watching the Ted Bundy series on Netflix Felt like something crashed in to my house. Pretty sure I just experienced the second earthquake of my life. Dude... that was nuts I am on Twitter for college basketball but it is the occasional geology content that makes it worth it. That said, hope all is well."
176,"Yes, I felt it. Well, there it is. Yes, it was a nice one! Told you that you should have stayed in Mexico to avoid the earthquakes. My first as well. Oh."
177,"But no, have to say I just felt an #earthquake in Delhi. Yes it is ! You mean just now? I felt also... At first I thought my muscles were shaking out of post-workout fatigue. Hope everyone is safe!"
178,"MT, vote red for more! Brought to you by #Montana #GOP who disbelieve science 4,856 #fracking in MT will do that."
179,saw you in live stream when it happened Pretty scary if you're not on the ground floor I've felt my first earthquake ever here in the Philippines.. the swaying of the building was the scariest shit ever. oh you are staying here. Never again?
180,first time for me too! Never thought it would be in Topeka KS!! Just click your heels @thorrbjorn and get back to Rhode Island! Good luck tonight!
181,"First Tokyo Earthquake I've felt... Hope everyone is ok, heard it was bad in some places. Woah.. my room started shaking. hope you're alright hope evryone is safe nd sound"
182,I just felt and experienced my first earthquake didn't even know we had them in Michigan when I lived in PA we had one it was the weirdest shit ever I'm like wtf is the house falling apart? right I've saw everything in Michigan in one day are you that mad you didn't have milk for your cereal. are you all good Was it a baby one?
183,"Scared me, as we don't get any earthquakes over here, really. Im visiting LA & it's my first earthquake!! I know its an earthquake but i can picture it being innocent pam  hope everything is okay over there. Hoping so. Just moved to Santa Monica 10 days ago--our first quake ever! Jenna I'm in WeHo now (since January) and it was most intense I've felt in 1.5 yrs in LA. RU ok, Jenna?"
184,Is there a lot of damage in your city. Went for a very long time. Ans i cannot contant him from Korea. Scary.
185,"Felt my second earthquake last night since living in LA....it's so scary Josh kept tryna get dressed in case it was the ""big one"" But you two are hilarious! I did not feel a thing I know earthquakes aren't funny... Both of you."
186,"Just felt small earthquake in Malibu my chair was shaking thought for second Super D was knocking it Much stronger here in Santa Barbara, it was a 5.3 centered just south of Santa Cruz Island Stay save my friend."
187,"It was 6.2 and quite deep, so not bad at all. Although malu...but better to be safe than sorry, Mr. Brown. Nothing wrong with that. As long as one is safe. Last week it was Taiwan. Take care and be safe! Stay safe, Mr. Brown. Hope to see u on Sat at NLB."
188,"Is everything ok in Romania? Are you OK? you move the earth wherever you go, obvs Will u come to Budapest?"
189,Yes just felt my second earthquake in 24 hours near Calpe@in Spain .. I was drinking Gin in Moraira at 1.45am never felt anything Me to it was only 1 second
190,I'm putting that in the scrapbook felt my second #earthquake this morning since living in LA
191,"It was a one two punch... felt it here in Danville! Actually a lot more, you re just not feeling the 2.5 and 3.8 and ones like that. I ve lived in the Bay Area for most of 60 years and still get nervous when there is an earthquake. Woke up from a jolt and a few seconds of shaking in #PleasantHill. Still a bit nervous even though it s my second quake. It was quite a strong quake (thought it was around a 5.5 magnitude) in years but not as strong like  the October 17, 1989 earthquake. This was more of a rattle compared to the wave I felt from Napa in 2014."
192,"This one was much briefer and weaker, but still pronounced! Reminded me of my first one in California when I was nearly shaken out of bed. Me too."
193,"My first big one living in SoCal, and it was interesting. Lol I'm on the second floor of my building when it happened. You ll get to the point where either A. All our mounted gear shook like hell, and we ran booked it outside. You get used to it. It was only one gigantic jolt that lasted a second, so it felt odd haha Oh well. Only because we were outside already and out of danger"
194,"Was a 5.0, but pretty deep off the coast, why it was just that one little shake (link: https://earthquake.usgs.gov/earthquakes/eventpage/ci37908735#region-info) earthquake.usgs.gov/earthquakes/ev Isn't it supposed to be the other way around? Why were you standing on your desk during an earthquake?"
195,"I didn't feel the earthquake. First time in my life actually feeling the movement. My first one EVER! welcome to California, Marcus! When l visited my son that use to live n Ontario  l felt that"
196,"Just felt my second earthquake in my life, the first was in Christchurch the second big one. my friends living in Christchurch moved back after that quake. This was a small one in Tokyo."
197,George I lived here for northridge and then moved to nyc to go to grad school and now I'm back for this... #earthquake Didn t sleep through that guy. Lived in LA my whole life and that was the second largest earthquake I ve ever felt.
198,"Not good mate, probably still aftershocks from the big 7.0!! Woke up to my bed shaking!!' We did to in Candidasa... did you feel another just now? We are in seminyak and didn t feel anything..where in Bali are you? It's amazing how you take the floor staying still for granted"
199,"(I only felt Friday's because the other two were during work hours.) Today my house had its third earthquake in five days, this one a 3.3. My theory is that lots of little ones is a good thing - reducing the pressure little by little. I haven't felt anything down in SJ though."
200,My third day in #Bali and felt one just now in #Denpasar. Didn't have to wait long for an #earthquake this time. I was at Ubud over the weekend and did not feel a thing!
