Conv_ID,Summary
147,"It didn't wake me up.Justin Please stfu are u fine babe i,hope you are fine because i want you.babe can you plzz follow me im following you on instagram,Facebook,Twitter,and YouTube ?.I love spring large curls.OMG are you ok there.I slept through the first earthquake that I was in... My first earthquake I've actually felt in LA."
148,"Felt my first earthquake in San Diego last night.shit is terrifying.Frightening as fuck I experienced 4 very light ones in my life and every time it scared the shit out of me.I still remember my first- and only, thankfully.What was his name?.I'm fron Chile."
149,".mac don't be dead pls.there was a earthquake wait whAT??????????????? I didn't feel it..Ha when you live in calfornia all your life like me. @bourgmackenzie.MACKENZIE YOU'RE SO CUTE ILY STOP.Well they say, the big one is coming there one day."
150,Please let us know what you felt here: (link: http://on.doi.gov/1lHZGzy) on.doi.gov/1lHZGzy.did it happen on set of Good Mythical Morning?.I just watched you guys last night on GMM saying you've never felt one yet! First 1 I ve felt in my 3 yrs in LA..I did not feel it lol #StPatricksDay #noearthquake.i can smell the poop..glad ur ok :) hope everyone else is too!
151,.when y spell it freaky...it cld nt be so heavy...we hv such small ones here in germany as well. My experience of a first earthquake.Hopefully the last one..have to say a scary one!.Incredible! ?.That must have been a terrible experience. Felt the tremors of an earthquake here in Delhi.The whole room shook. 7.7  is not little.
152,But I just ignored it.Literally.San Andreas was no joke.Lmao Denzeeeeeeel!.Yo what is it like I don t know if I m mad or happy NY don t get any earth quakes.Only this king got me shook it woke me up too I was shook!.I knew I felt something !!
153,"I should be in Santa Ana around 4ish..we felt it in Disneyland..Wait till you get to Oklahoma, we have them all the time too, not quite that strong but you can feel them!.OMG I'm glad everyone is OK!.I'm glad it wasn't serious!.kinda trippy huh. Thank u, see u soon Santa Cruz Sacto an Reno rolling chair.was in a 7.6 once, I'll take hurricanes any day!"
154,Yeah that would be my first earthquake I ve really felt in CA and been like wtf is this?.I would say go back to sleep but that probably not going to happen now is it?.dude I felt it I was like is it done yet. Here comes another Chinese earthquake brbrbrbrbrbrbrbrbrbrbrbr.u k bb?.it was a 6.1 quake that came from Vallejo or something..try living in Maryland and being woken up by an earthquake lol not scary just damn confusing.# Its Robin Williams saying- ' Goodbye Guys- I'm still cool'.6.I live in southern California and I've felt many earthquakes before.
155,"Lol Scariest Feeling To Wake Up Too.First earthquake back when i was in highschool.. i was on sitting on the floor and felt like I was lying flat take care!!! I just felt the first earthquake ever in my life and it was so scary... I guess I'm officially from California now..Oh wow, that sounds scary! Take care!"
156,"I've never experienced an earthquake ever.aw we have a fault near here but I have never felt one.come to Chile, we have up to 4 from time to time I live in Turin, Italy, so to feel earthquakes is not so usual, but I did last year and I freaked out !.it was my first earthquake in LA too!! I just felt my first earthquake while living in LA...CRAZYYYY!!!"
157,just felt my first earthquake in the almost 4 years i've lived in sf.didn't even wake my dog up.congrats!
158,"18 years of living in california and i just felt my first earthquake.#USGS reports #earthquake magnitude 5.8 29km WSW of Hawthorne, Nevada at 2016-12-28 08:18:00 (UTC).Me too!"
159,"Just felt my first earthquake here in atl scared the shit out of me.Ooo hellll Nahhhhh.I m currently living here in Atlanta and I didn t feel anything?.That s crazy, Columbia isn t that far away..Yeah i felt the one like 1130 pm last night thought someone in my room pushing my bed.wow is everyone ok.Did you end up getting snow?.When did that happen, must have been before I got here lol.Earthquake?.Glad you are still alive"
160,"Two years into living in Los Angeles - just felt my first earthquake..Felt a little shake in the east part of SFV, whereabouts are you?.blu thought someone fell down on the roof.Just stay safe there"
161,We like to shake things up a bit over here from time to time. Just felt my first #earthquake in LA! RT @JoetheJuicer: Just felt my first #earthquake in LA! .that was a decent earthquake too. #earthquake.LOL that is why after growing up in the valley I now live in amazing central Texas!
162,"Felt a lot of shaking but no serious damage where I'm staying  in Del Valle..Welcome to Mexico City.We love to keep you on your toes.Stay safe... can t believe another one, people haven t even recovered from the last ones and now this .Pretty strong here in Aca but centred in Oaxaca, where most of the time the citizens are out on the street revolting, so should be quite safe..Welcome!.Welcome to your new ""home shaky home"".Hi Duncan, any more word on the damage?"
163,Would love to say high and thank you in person for being such a great role model..The earth is just tryin to tell you that you belong in Indy!! !.Don't visit Indy anytime soon.We R known 4 having earth quicks it hardly ever happens didnt feel it guess I was asleep. I just felt that earthquake out here in Cali.
164,And I just felt my first earthquake in Los Angeles...back to Rhode Island it is.IM DEAD.LOL run forest run.Lol.I didn t feel it but was in an elevator at Dodger Stadium when it happened.The east coast will gladly welcome you back
165,"i'm sorry!.The first time I felt an earthquake, I thought my mind was playing tricks on me. I figured that nothing is falling so I should be fine lol.eliroth @NicolasLopez @Ariel_Levy  hahaha I felt an earthquake in Athens too.! My first thought was #Aftershock & losin my hand @eliroth @NicolasLopez @Ariel_Levy.#Aftershock my first thought was John Tenta.NicolasLopez @Ariel_Levy I remember there was an Earthquake in the arena right before you made your 2012 return."
166,Felt my first earthquake in #Tokyo. All seems ok so far. Hope all is well..well then that must have been interesting!.Still got the internet!
167,"I think I may have just felt my first Kansas #earthquake in Wichita.people in KC are starting to post they felt something.I'm in Hunter, OK and think I felt it too..You will get use to it. An #earthquake back in the spring AM shook my whole bed violently, pretty scary.#Wichita #Kansas too felt #Mexico #earthquake. 1st shake for a second then nothing then about 2 seconds... A dull rumble feeling..Haven't felt one in a while."
168,it might have been stronger where you were though hahaha.That was small but congrats on your first LA earthquake! As a kid I always kinda liked the little ones. Been here 6 months.Just wait for the San Andreas earthquake LOL.Welcome to LA my dear..
169,Think I just felt my first #Earthquake (as I'm sitting alone watching a scary show alone in my apartment).Scary thing!!!.YES! I'm in a dark garage right now when it happened and thought someone was banging on the garage door. !.Yep!.We JUST talked about how I've never felt one in the 3 years I've lived here..I did!
170,"Just felt my first earthquake in SF, and I can confirm that I have NO CHILL WHATSOEVER for that stuff..Ya me too i live in the 9th floor apt."
171,Just felt my first earthquake in the new home here in Bethany.
172,"Felt a pretty good #earthquake here in #Oakland, the first time in 19 years that stuff came crashing down off my walls..yes! You must've been right on top of it."
173,good luck sista we'll be cheering from AUS PEACE t..Good luck in today's game Anna.you sound strong in New Zealand. in other news we play our first game of Oceania cup against Samoa today! Just felt the my first earthquake in NZ!
174,after living in Cali for 5 years I just felt my first earthquake.i've lived here all my life and I just felt my first one too!! There was one like last week as well..I felt it tooooo!
175,"That said, hope all is well..That s about the time I got up to take something for my headache. You guys take care! First in Palm Springs, CA... (2010, 5.4 with an S wave, rolling motion), & the second about 15 mins. Pretty sure I just experienced the second earthquake of my life. I heard a loud noise that scared the crap out of me but I brushed it off as me being jumpy after watching the Ted Bundy series on Netflix.Woah!"
176,"I don't know if it comforts me or scares me that my colleagues are going about their business like nothing happened #chileproblems.Congrats on your official initiation. Yes, I felt it. Right .Omg I felt it too! My first earthquake in Chile."
177,"But no, have to say I just felt an #earthquake in Delhi. My bed was shaking.I felt also....Minor.Plz be safe.Yes it is !"
178,"Just felt my first earthquake in Montana, literally shook.Brought to you by #Montana #GOP who disbelieve science 4,856 #fracking in MT will do that."
179,I've felt my first earthquake ever here in the Philippines.. the swaying of the building was the scariest shit ever. Never again please..Earthshaker bringing the hype for manila masters.saw you in live stream when it happened.its pretty common here tbh.Sand king blinked epicenter!
180,"Crazy!.Just click your heels @thorrbjorn and get back to Rhode Island!.stay safe! Wow, just felt my first earthquake of my life."
181,"First Tokyo Earthquake I've felt... Hope everyone is ok, heard it was bad in some places..o.o sounds scary #iPrayForYouAll.RUOK?.hope evryone is safe nd sound .hope you're alright.Remember the Great Hanshin 6.9 earthquake of 1995 killed 6,000 people."
182,We get week ones up here.i didn't feel anything in detroit?.welcome to the club! I just felt and experienced my first earthquake didn't even know we had them in Michigan.are you that mad you didn't have milk for your cereal.
183,I know its an earthquake but i can picture it being innocent pam.hey you don't cuss.Jenna I'm in WeHo now (since January) and it was most intense I've felt in 1.5 yrs in LA. That was the most intense since my first year in LA when I felt a quake in West Hollywood..NO WAY! Heart was racing!.that's what she said..Just moved to Santa Monica 10 days ago--our first quake ever!.That's like the 5.8 in VA last summer. Im visiting LA & it's my first earthquake!!
184,"Large deep earthquake felt in Bishopdale, Christchurch. #eqnz.still getting a few little wobbles for aftershocks...Hi my brother lives in Bishopdale."
185,"Felt my second earthquake last night since living in LA....it's so scary Josh kept tryna get dressed in case it was the ""big one"".The one at 1 am or was there another one? But you two are hilarious!.I did not feel a thing.chachi what's apps.stay safe!.Ohh i'am scared earthquake.hey chachi.keep safe chachi..."
186,"Just felt small earthquake in Malibu my chair was shaking thought for second Super D was knocking it.Or Delpo s forehand.Much stronger here in Santa Barbara, it was a 5.3 centered just south of Santa Cruz Island.Stay save my friend."
187,"Just felt the 6.7 richter earthquake that happened in North Island, here in Wellington. .Take care and be safe!.Take care, bro !.It was 6.2 and quite deep, so not bad at all. Yikes..Take care now...Although malu...but better to be safe than sorry, Mr. Brown. That s my second earthquake this month. Hope to see u on Sat at NLB..And please stop using Richter scale."
188,"Are you OK?.Will u come to Budapest?.you move the earth wherever you go, obvs.You okay?.This is my Bucharest Shake"
189,Yes just felt my second earthquake in 24 hours near Calpe@in Spain .. Scary.Me to it was only 1 second.I was drinking Gin in Moraira at 1.45am never felt anything
190,felt my second #earthquake this morning since living in LA.Agrrghhhhh hard nope.I'm putting that in the scrapbook
191,"#earthquake #BayArea #EastBay @KTVU #Berkeley.It was a one two punch... felt it here in Danville!.Keep some good shoes and a flashlight by the bed.You don't need coffee now.Felt the same jolt in PH.I ve lived in the Bay Area for most of 60 years and still get nervous when there is an earthquake..I felt it too in San Jose. It was quite a strong quake (thought it was around a 5.5 magnitude) in years but not as strong like  the October 17, 1989 earthquake..I heard rumbling then a second later the shaking started. This was more of a rattle compared to the wave I felt from Napa in 2014."
192,"I felt my second #earthquake ever today...in #Atlanta!! This one was much briefer and weaker, but still pronounced!"
193,"It was only one gigantic jolt that lasted a second, so it felt odd haha.the earth quakes at the coming of charaexpo.should've tweeted first for the authentic Japanese EQ experience.Lol I'm on the second floor of my building when it happened. Couldn't exactly bolt outside quick enough.At least you guys are ok.You get used to it. You ll get to the point where either A. That was an earthquake right? Was in the studio during a 4.4 earthquake that originated a mile away. First earthquake ever."
194,"Felt pretty light in the OC.I didn't feel it at all but everyone's talking about it like.Was a 5.0, but pretty deep off the coast, why it was just that one little shake (link: https://earthquake.usgs.gov/earthquakes/eventpage/ci37908735#region-info) earthquake.usgs.gov/earthquakes/ev .Why were you standing on your desk during an earthquake?"
195,"I didn't feel the earthquake. Wow.welcome to California, Marcus!.When l visited my son that use to live n Ontario  l felt that.Happy Wednesday, Marcus! It was a small jolt that was most likely centered on the Calaveras Fault which runs north to the south on the east foothills..My first one EVER!"
196,"Just felt my second earthquake in my life, the first was in Christchurch the second big one. Scary shit.my friends living in Christchurch moved back after that quake."
197,Didn t sleep through that guy..George I lived here for northridge and then moved to nyc to go to grad school and now I'm back for this... #earthquake Lived in LA my whole life and that was the second largest earthquake I ve ever felt.
198,"It's amazing how you take the floor staying still for granted .We are in seminyak and didn t feel anything..where in Bali are you?.Snap! Just felt my third earthquake in Bali. I was so confused..Not good mate, probably still aftershocks from the big 7.0!!"
199,I haven't felt anything down in SJ though..My theory is that lots of little ones is a good thing - reducing the pressure little by little. (I only felt Friday's because the other two were during work hours. send them south.
200,Didn't have to wait long for an #earthquake this time.
