Conv_ID,Summary
149,"JUST EXPERIENCED MY FIRST CALI EARTHQUAKE WTF NOT COOL FELT LIKE I WAS IN PARANORMAL ACTIVITY THE MOVIE IN REAL LIFE I ALMOST PEED MY PANTS LA?!!??? @bourgmackenzie MACKENZIE YOU'RE SO CUTE ILY STOP Well they say, the big one is coming there one day. mac don't be dead pls there was a earthquake wait whAT???????????????"
150,I just watched you guys last night on GMM saying you've never felt one yet! I think I prefer an alarm clock over an earthquake. First 1 I ve felt in my 3 yrs in LA.
151,"My experience of a first earthquake.Hopefully the last one. when y spell it freaky...it cld nt be so heavy...we hv such small ones here in germany as well. Felt the tremors of an earthquake here in Delhi.The whole room shook. area is called ""Vulkaneifel"" sry sir...it was indeed more than i thought. Earthquakes &Flood & Tsunami , typhoons etc are under my own control. That must have been a terrible experience."
152,Yo what is it like I don t know if I m mad or happy NY don t get any earth quakes Only this king got me shook I am shook bitch literally Welcome to LA It woke me up Awh Denzel!
153,"Thank u, see u soon Santa Cruz Sacto an Reno rolling chair was in a 7.6 once, I'll take hurricanes any day! Wow 9th floor and boom Called front desk he said congratulations #1stquake stay safe! In hotel room in Santa Anna and I just felt my first earthquake. I should be in Santa Ana around 4ish."
154,try living in Maryland and being woken up by an earthquake lol not scary just damn confusing # Its Robin Williams saying- ' Goodbye Guys- I'm still cool' 6 I live in southern California and I've felt many earthquakes before. dude I felt it I was like is it done yet  Here comes another Chinese earthquake brbrbrbrbrbrbrbrbrbrbrbr u k bb? Yeah that would be my first earthquake I ve really felt in CA and been like wtf is this?
155,"Lol Scariest Feeling To Wake Up Too First earthquake back when i was in highschool.. i was on sitting on the floor and felt like I was lying flat take care!!! I just felt the first earthquake ever in my life and it was so scary... I guess I'm officially from California now. follow me Welcome To California! Oh wow, that sounds scary!"
156,"I've never experienced an earthquake ever aw we have a fault near here but I have never felt one come to Chile, we have up to 4 from time to time I live in Turin, Italy, so to feel earthquakes is not so usual, but I did last year and I freaked out ! I just felt my first earthquake while living in LA...CRAZYYYY!!! that's your fault... living in LA... hate myself for the pun."
157,just felt my first earthquake in the almost 4 years i've lived in sf didn't even wake my dog up congrats!
158,"18 years of living in california and i just felt my first earthquake #USGS reports #earthquake magnitude 5.8 29km WSW of Hawthorne, Nevada at 2016-12-28 08:18:00 (UTC) Me too!"
159,Just felt my first earthquake here in atl scared the shit out of me Ooo hellll Nahhhhh I m currently living here in Atlanta and I didn t feel anything? Yeah i felt the one like 1130 pm last night thought someone in my room pushing my bed wow is everyone ok Did you end up getting snow?
160,Two years into living in Los Angeles - just felt my first earthquake.
161,RT @JoetheJuicer: Just felt my first #earthquake in LA!! Just felt my first #earthquake in LA!! #earthquake LOL that is why after growing up in the valley I now live in amazing central Texas! Welcome to California see you in San Diego ! #Earthquake Welcome to Southern California Joe! We like to shake things up a bit over here from time to time.
162,"Welcome to Mexico City We love to keep you on your toes Stay safe... can t believe another one, people haven t even recovered from the last ones and now this  Pretty strong here in Aca but centred in Oaxaca, where most of the time the citizens are out on the street revolting, so should be quite safe. Welcome to your new ""home shaky home"" Hi Duncan, any more word on the damage?"
163,Don't visit Indy anytime soon We R known 4 having earth quicks it hardly ever happens didnt feel it guess I was asleep. Please no Tornados When you coming home to Indy for an autograph session? Would love to say high and thank you in person for being such a great role model. The earth is just tryin to tell you that you belong in Indy!!!
164,And I just felt my first earthquake in Los Angeles...back to Rhode Island it is IM DEAD LOL run forest run Lol I didn t feel it but was in an elevator at Dodger Stadium when it happened The east coast will gladly welcome you back
165,"My first thought was #Aftershock & losin my hand @eliroth @NicolasLopez @Ariel_Levy #Aftershock my first thought was John Tenta NicolasLopez @Ariel_Levy I remember there was an Earthquake in the arena right before you made your 2012 return  i'm sorry! I figured that nothing is falling so I should be fine lol eliroth @NicolasLopez @Ariel_Levy  hahaha I felt an earthquake in Athens too.! The first time I felt an earthquake, I thought my mind was playing tricks on me. #scary I felt it but just laid on the ground watching Psych."
166,Felt my first earthquake in #Tokyo. All seems ok so far. NOPENOPENOPENOPE Clear a path to the outside. Hope all is well.
167,"I think I may have just felt my first Kansas #earthquake in Wichita people in KC are starting to post they felt something I'm in Hunter, OK and think I felt it too. An #earthquake back in the spring AM shook my whole bed violently, pretty scary #Wichita #Kansas too felt #Mexico #earthquake. ""did you feel it"" (link: https://earthquake.usgs.gov/earthquakes/eventpage/us2000ahub#executive) earthquake.usgs.gov/earthquakes/ev  It's probably from the 8.1 earthquake from mexico It was a mega quake near Mexican/Guatemalan border. 1st shake for a second then nothing then about 2 seconds... A dull rumble feeling."
168,"It was weird, I don't think I like that. GUYS I FELT MY FIRST EARTHQUAKE IN LOS ANGELES. As a kid I always kinda liked the little ones. it might have been stronger where you were though hahaha That was small but congrats on your first LA earthquake!!"
169,Think I just felt my first #Earthquake (as I'm sitting alone watching a scary show alone in my apartment) Scary thing!!! We JUST talked about how I've never felt one in the 3 years I've lived here. I'm in a dark garage right now when it happened and thought someone was banging on the garage door. I'm in Venice I didn't feel anything! I follow you on you tube ....i just had a dream with you.
170,"Just felt my first earthquake in SF, and I can confirm that I have NO CHILL WHATSOEVER for that stuff. I m on my way there now and I can t deal with an earthquake."
171,"Just felt my first earthquake in the new home here in Bethany. me too, ay Dios mío!"
172,"Felt a pretty good #earthquake here in #Oakland, the first time in 19 years that stuff came crashing down off my walls. Good enough jolt to wake you up Whoa. felt it here in San Leandro too."
173,good luck sista we'll be cheering from AUS PEACE t. Good luck in today's game Anna you sound strong in New Zealand. in other news we play our first game of Oceania cup against Samoa today! That happens #Roovolution Good luck Flanni!!!!
174,after living in Cali for 5 years I just felt my first earthquake i've lived here all my life and I just felt my first one too!!! I felt it tooooo!
175,"I heard a loud noise that scared the crap out of me but I brushed it off as me being jumpy after watching the Ted Bundy series on Netflix Woah! That s about the time I got up to take something for my headache. First in Palm Springs, CA... (2010, 5.4 with an S wave, rolling motion), & the second about 15 mins. I am on Twitter for college basketball but it is the occasional geology content that makes it worth it. Pretty sure I just experienced the second earthquake of my life. Mo Langi tripped over a lego Holy Moly!"
176,"I don't know if it comforts me or scares me that my colleagues are going about their business like nothing happened #chileproblems Congrats on your official initiation. Yes, I felt it. Yes, I freaked out. Right  Omg I felt it too! My uncle went about making lunch haha."
177,My bed was shaking I felt also... Minor Plz be safe Yes it is ! b alert of aftr tremors His Felt nothing in Ggn  Good mornig You mean just now?
178,"Just felt my first earthquake in Montana, literally shook Brought to you by #Montana #GOP who disbelieve science 4,856 #fracking in MT will do that."
179,Earthshaker bringing the hype for manila masters saw you in live stream when it happened its pretty common here tbh Sand king blinked epicenter! I've felt my first earthquake ever here in the Philippines.. the swaying of the building was the scariest shit ever. I dunno bwt that Pretty common man.
180,"Just click your heels @thorrbjorn and get back to Rhode Island! Wow, just felt my first earthquake of my life. Never thought it would be in Topeka KS!!!"
181,"hope evryone is safe nd sound  hope you're alright Remember the Great Hanshin 6.9 earthquake of 1995 killed 6,000 people. First Tokyo Earthquake I've felt... Hope everyone is ok, heard it was bad in some places."
182,Haha we do now haha OGeezii from the west side all the way to Saginaw when I lived in PA we had one it was the weirdest shit ever I'm like wtf is the house falling apart? I just felt and experienced my first earthquake didn't even know we had them in Michigan are you that mad you didn't have milk for your cereal. are you all good right I've saw everything in Michigan in one day
183,"I know its an earthquake but i can picture it being innocent pam hey you don't cuss Jenna I'm in WeHo now (since January) and it was most intense I've felt in 1.5 yrs in LA. That was the most intense since my first year in LA when I felt a quake in West Hollywood. Just moved to Santa Monica 10 days ago--our first quake ever! Im visiting LA & it's my first earthquake!! #Earthquake saying holy shit!? RU ok, Jenna?"
184,"#eqnz still getting a few little wobbles for aftershocks ..Hi my brother lives in Bishopdale. Large deep earthquake felt in Bishopdale, Christchurch."
185,"Felt my second earthquake last night since living in LA....it's so scary Josh kept tryna get dressed in case it was the ""big one"" The one at 1 am or was there another one? Ohh i'am scared earthquake hey chachi keep safe chachi... I did not feel a thing chachi what's apps stay safe!"
186,"Just felt small earthquake in Malibu my chair was shaking thought for second Super D was knocking it Or Delpo s forehand Much stronger here in Santa Barbara, it was a 5.3 centered just south of Santa Cruz Island Stay save my friend."
187,"Take care and be safe! Although malu...but better to be safe than sorry, Mr. Brown. Yikes Stay safe! Just felt the 6.7 richter earthquake that happened in North Island, here in Wellington. Stay safe, Mr. Brown. As long as one is safe. Take care, bro !"
188,"Just felt my second earthquake, this time in #Bucharest  Is everything ok in Romania? you move the earth wherever you go, obvs You okay?"
189,Scary Me to it was only 1 second I was drinking Gin in Moraira at 1.45am never felt anything
190,felt my second #earthquake this morning since living in LA Agrrghhhhh hard nope I'm putting that in the scrapbook
191,"Keep some good shoes and a flashlight by the bed You don't need coffee now Felt the same jolt in PH I ve lived in the Bay Area for most of 60 years and still get nervous when there is an earthquake. It was quite a strong quake (thought it was around a 5.5 magnitude) in years but not as strong like  the October 17, 1989 earthquake. #earthquake #BayArea #EastBay @KTVU #Berkeley It was a one two punch... felt it here in Danville! This was more of a rattle compared to the wave I felt from Napa in 2014."
192,"Reminded me of my first one in California when I was nearly shaken out of bed. This one was much briefer and weaker, but still pronounced!"
193,"It was only one gigantic jolt that lasted a second, so it felt odd haha the earth quakes at the coming of charaexpo should've tweeted first for the authentic Japanese EQ experience Lol I'm on the second floor of my building when it happened. Couldn't exactly bolt outside quick enough At least you guys are ok You get used to it. Only because we were outside already and out of danger omg you're not supposed to run outsideeeeeee duck cover and hold on All our mounted gear shook like hell, and we ran booked it outside. Was in the studio during a 4.4 earthquake that originated a mile away. My first big one living in SoCal, and it was interesting."
194,"Felt pretty light in the OC I didn't feel it at all but everyone's talking about it like Was a 5.0, but pretty deep off the coast, why it was just that one little shake (link: https://earthquake.usgs.gov/earthquakes/eventpage/ci37908735#region-info) earthquake.usgs.gov/earthquakes/ev  Why were you standing on your desk during an earthquake?"
195,"When l visited my son that use to live n Ontario  l felt that Happy Wednesday, Marcus! It was a small jolt that was most likely centered on the Calaveras Fault which runs north to the south on the east foothills. Felt the an earthquake in downtown San Jose. First time in my life actually feeling the movement."
196,"Just felt my second earthquake in my life, the first was in Christchurch the second big one. Scary shit my friends living in Christchurch moved back after that quake."
197,George I lived here for northridge and then moved to nyc to go to grad school and now I'm back for this... #earthquake Lived in LA my whole life and that was the second largest earthquake I ve ever felt.
198,"It's amazing how you take the floor staying still for granted  We are in seminyak and didn t feel anything..where in Bali are you? Not good mate, probably still aftershocks from the big 7.0!! Just felt my third earthquake in Bali."
199,"My theory is that lots of little ones is a good thing - reducing the pressure little by little. Today my house had its third earthquake in five days, this one a 3.3. (I only felt Friday's because the other two were during work hours.)"
200,#MtAgung Felt it in nusa Duane I was at Ubud over the weekend and did not feel a thing!
